"","X","Company","TypeName","Inches","ScreenResolution","Cpu","Ram..GB.","Memory","Gpu","OpSys","Weight.KG.","Price","Price_in_USD"
"143",947,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","Nvidia GeForce 920MX","No OS",2.2,36496.8,474.4584
"144",572,"HP","Notebook",15.6,"IPS Panel Full HD 1920x1080","AMD A9-Series A9-9420 3GHz",6,"256GB SSD","AMD Radeon 530","Windows 10",1.95,34578.72,449.52336
"145",739,"Acer","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 10",2.4,21887.424,284.536512
"146",1059,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.94,96916.32,1259.91216
"147",34,"Apple","Ultrabook",13.3,"1440x900","Intel Core i5 1.6GHz",8,"256GB Flash Storage","Intel HD Graphics 6000","Mac OS X",1.35,53173.44,691.25472
"148",809,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD","Nvidia GeForce 920M","Windows 10",2.4,32447.52,421.81776
"149",714,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.93,76012.4448,988.1617824
"150",1200,"Dell","Notebook",15.6,"1366x768","Intel Core i3 6006U 2.0GHz",4,"128GB SSD","AMD Radeon R7 M440","Windows 10",2.3,26586.72,345.62736
"151",270,"Apple","Ultrabook",13.3,"IPS Panel Retina Display 2560x1600","Intel Core i5 2.9GHz",8,"512GB SSD","Intel Iris Graphics 550","macOS",1.37,104370.192,1356.812496
"152",1079,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 7",2.31,50083.2,651.0816
"153",906,"HP","Netbook",12.5,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.26,79014.24,1027.18512
"154",269,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",2.05,46886.4,609.5232
"155",769,"Acer","Notebook",15.6,"1366x768","Intel Pentium Quad Core N4200 1.1GHz",4,"1TB HDD","Intel HD Graphics 505","Linux",2.1,15877.44,206.40672
"156",599,"Dell","Workstation",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD","Nvidia Quadro M620","Windows 10",2.06,93932.64,1221.12432
"157",711,"Dell","Notebook",14,"Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz",8,"256GB SSD","Nvidia GeForce 930MX","Linux",1.64,58021.92,754.28496
"158",1006,"HP","Notebook",14,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.95,64202.4,834.6312
"159",1033,"HP","Notebook",14,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 7",1.95,63669.6,827.7048
"160",733,"Acer","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",2.4,29783.52,387.18576
"161",515,"Asus","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",2,"32GB Flash Storage","Intel HD Graphics 500","Windows 10",1.1,13053.6,169.6968
"162",264,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","AMD Radeon R5 M430","Windows 10",2.24,30103.2,391.3416
"163",502,"Lenovo","2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.4,85194.72,1107.53136
"164",1142,"HP","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.48,86793.12,1128.31056
"165",960,"Toshiba","Notebook",13.3,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.2,81784.8,1063.2024
"166",227,"Asus","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Nvidia GeForce 920MX","Windows 10",2,40972.32,532.64016
"167",744,"Lenovo","Workstation",15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7600U 2.8GHz",16,"1TB SSD","Nvidia Quadro M520M","Windows 10",2.5,175770.72,2285.01936
"168",375,"HP","Notebook",15.6,"Full HD 1920x1080","AMD A9-Series 9420 3GHz",4,"256GB SSD","AMD Radeon R5","Windows 10",1.91,26053.3872,338.6940336
"169",381,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"128GB SSD","Intel HD Graphics 520","No OS",1.85,21498.48,279.48024
"170",480,"Dell","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD","Nvidia GeForce 940MX","Windows 10",2.16,67239.36,874.11168
"171",313,"Acer","Notebook",15.6,"Full HD 1920x1080","AMD A8-Series 7410 2.2GHz",8,"256GB SSD","AMD Radeon R5","Windows 10",2.23,24988.32,324.84816
"172",284,"Acer","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Nvidia GeForce MX150","Windows 10",3,50669.28,658.70064
"173",1161,"MSI","Gaming",14,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10",1.7,94252.32,1225.28016
"174",445,"Dell","Notebook",14,"Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",1.64,62817.12,816.62256
"175",1036,"HP","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",2.04,39533.76,513.93888
"176",214,"Huawei","Ultrabook",13,"IPS Panel Full HD 2160x1440","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.05,79866.72,1038.26736
"177",660,"Dell","Notebook",14,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.56,65481.12,851.25456
"178",488,"Lenovo","Ultrabook",12.5,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.36,95797.44,1245.36672
"179",1094,"HP","Netbook",12.5,"1366x768","Intel Core i5 6200U 2.3GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 7",2.4,85194.72,1107.53136
"180",867,"Lenovo","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.37,103896,1350.648
"181",1190,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1TB HDD","Nvidia GeForce GTX 1050","Windows 10",2.4,43636.32,567.27216
"182",959,"Acer","2 in 1 Convertible",11.6,"IPS Panel Touchscreen 1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"32GB Flash Storage","Intel HD Graphics 400","Chrome OS",1.25,20725.92,269.43696
"183",629,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD","Nvidia GeForce GTX 1050","Windows 10",2,96969.6,1260.6048
"184",115,"HP","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.26,74538.1872,968.9964336
"185",590,"Asus","2 in 1 Convertible",15.6,"Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","Intel HD Graphics 520","Windows 10",2.2,39373.92,511.86096
"186",596,"Lenovo","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.37,107892,1402.596
"187",1137,"Dell","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","AMD Radeon R7 M445","Windows 10",2.5,41771.52,543.02976
"188",449,"Microsoft","Ultrabook",13.5,"Touchscreen 2256x1504","Intel Core i7 7660U 2.5GHz",16,"512GB SSD","Intel Iris Plus Graphics 640","Windows 10 S",1.25,137941.92,1793.24496
"189",964,"HP","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.50GHz",8,"1TB HDD","Nvidia GeForce 930MX","Windows 10",2.04,45101.52,586.31976
"190",863,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1TB HDD","Nvidia GeForce GTX 1050","No OS",2.5,54185.76,704.41488
"191",1232,"Dell","Notebook",15.6,"Touchscreen 1366x768","Intel Core i3 7100U 2.4GHz",8,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3,24988.8528,324.8550864
"192",874,"Samsung","Ultrabook",15,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"256GB SSD","Nvidia GeForce 940MX","Windows 10",1.23,98514.72,1280.69136
"193",494,"Asus","Gaming",17.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6700HQ 2.6GHz",24,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 965M","Windows 10",4.33,67612.32,878.96016
"194",1072,"HP","Ultrabook",12.5,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 7",1.26,63882.72,830.47536
"195",1116,"Lenovo","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16,"256GB SSD +  1.0TB Hybrid","Nvidia GeForce GTX 980M","Windows 10",4.6,146519.4672,1904.7530736
"196",160,"Asus","Notebook",15.6,"1366x768","AMD A9-Series 9420 3GHz",4,"1TB HDD","AMD Radeon R5 M420","Windows 10",2.03,21471.84,279.13392
"197",1025,"HP","Ultrabook",12.5,"1366x768","Intel Core i5 7200U 2.5GHz",4,"256GB SSD","Intel HD Graphics 620","Windows 10",1.26,83063.52,1079.82576
"198",416,"Dell","Notebook",13.3,"1366x768","Intel Core i3 6006U 2GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",1.65,36709.92,477.22896
"199",230,"Asus","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz",4,"1TB HDD","Intel HD Graphics 620","Windows 10",2.37,21258.1872,276.3564336
"200",524,"Dell","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"128GB SSD +  1TB HDD","AMD Radeon 530","Linux",2.8,47365.92,615.75696
"201",33,"Dell","Ultrabook",13.3,"Touchscreen / Quad HD+ 3200x1800","Intel Core i7 8550U 1.8GHz",16,"512GB SSD","Intel UHD Graphics 620","Windows 10",1.2,99580.32,1294.54416
"202",877,"Xiaomi","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD","Nvidia GeForce 940MX","Windows 10",1.28,49816.8,647.6184
"203",750,"Lenovo","Netbook",11.6,"Touchscreen 1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"128GB SSD","Intel HD Graphics 400","Windows 10",1.4,25308,329.004
"204",202,"Acer","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD","Nvidia GeForce 940MX","Windows 10",2.23,39533.76,513.93888
"205",1157,"Lenovo","Ultrabook",14,"Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",12,"512GB SSD","Intel HD Graphics 520","Windows 7",1.4,122490.72,1592.37936
"206",315,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10",2.33,44968.32,584.58816
"207",1250,"Dell","Notebook",15.6,"1366x768","Intel Pentium Quad Core N3710 1.6GHz",4,"500GB HDD","Intel HD Graphics","Linux",2.2,17262.72,224.41536
"208",462,"Asus","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","Intel HD Graphics 620","Windows 10",2.37,39906.72,518.78736
"209",74,"Acer","Notebook",14,"1366x768","Intel Core i3 6006U 2GHz",8,"1TB HDD","Intel HD Graphics 520","Windows 10",2.1,20725.92,269.43696
"210",1185,"Asus","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2.591,48431.52,629.60976
"211",1291,"Acer","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"500GB HDD","Intel HD Graphics 400","Linux",2.4,15397.92,200.17296
"212",632,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.8,44169.12,574.19856
"213",695,"Acer","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3050 1.6GHz",4,"32GB Flash Storage","Intel HD Graphics","Windows 10",1.4,14332.32,186.32016
"214",144,"HP","Notebook",15.6,"1366x768","AMD A6-Series 9220 2.5GHz",4,"256GB SSD","AMD Radeon R4 Graphics","Windows 10",1.86,19660.32,255.58416
"215",279,"Lenovo","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"2TB HDD","Nvidia GeForce MX150","No OS",2.8,45234.72,588.05136
"216",710,"Lenovo","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5,66546.72,865.10736
"217",1100,"Dell","Ultrabook",12.5,"1366x768","Intel Core i3 6100U 2.3GHz",4,"500GB HDD","Intel HD Graphics 520","Windows 7",1.5,60480.792,786.250296
"218",1219,"Acer","2 in 1 Convertible",14,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7Y75 1.3GHz",8,"256GB SSD","Intel HD Graphics 615","Windows 10",1.2,61218.72,795.84336
"219",150,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD","Nvidia GeForce GTX 1050","Windows 10",2.56,66560.5728,865.2874464
"220",243,"Dell","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD","Nvidia GeForce GTX 1050","Windows 10",2.56,46833.12,608.83056
"221",1001,"HP","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.34,63349.92,823.54896
"222",775,"Asus","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12,"2TB HDD","Nvidia GeForce 940MX","Windows 10",2.3,44701.92,581.12496
"223",223,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"1TB HDD","Intel UHD Graphics 620","Windows 10",2.1,42304.32,549.95616
"224",1026,"HP","Notebook",14,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",2.31,63349.92,823.54896
"225",1045,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD +  500GB HDD","Intel HD Graphics 520","Windows 10",1.84,112065.9552,1456.8574176
"226",336,"Dell","Ultrabook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10",1.9,55890.72,726.57936
"227",709,"HP","Notebook",17.3,"IPS Panel Full HD 1920x1080","AMD A10-Series 9620P 2.5GHz",6,"2TB HDD","AMD Radeon 530","Windows 10",2.71,34898.9328,453.6861264
"228",703,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD +  1TB HDD","Intel HD Graphics 620","Windows 10",2.1,33110.856,430.441128
"229",31,"Asus","Notebook",14,"1366x768","AMD E-Series E2-6110 1.5GHz",2,"32GB Flash Storage","AMD Radeon R2","Windows 10",1.65,10602.72,137.83536
"230",630,"Asus","Ultrabook",14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.1,101232,1316.016
"231",514,"Xiaomi","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"256GB SSD","Nvidia GeForce MX150","No OS",1.95,74589.336,969.661368
"232",576,"Toshiba","Ultrabook",14,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD","Intel HD Graphics 620","Windows 10",1.24,99367.2,1291.7736
"233",454,"Dell","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10",2.36,52161.12,678.09456
"234",1119,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",3.52,69929.4672,909.0830736
"235",1132,"Asus","Notebook",14,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"32GB Flash Storage","Intel HD Graphics 500","Windows 10",1.5,14811.84,192.55392
"236",589,"Asus","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.73,94305.6,1225.9728
"237",688,"HP","Notebook",17.3,"IPS Panel Full HD 1920x1080","AMD A10-Series 9600P 2.4GHz",6,"2TB HDD","AMD Radeon R7 M440","Windows 10",2.65,30316.32,394.11216
"238",693,"Lenovo","2 in 1 Convertible",14,"Touchscreen 2560x1440","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.42,137995.2,1793.9376
"239",738,"MSI","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",1.8,111593.8944,1450.7206272
"240",974,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.73,109218.672,1419.842736
"241",172,"Lenovo","Notebook",15.6,"1366x768","AMD A6-Series 9220 2.9GHz",4,"500GB HDD","AMD Radeon R4 Graphics","No OS",2.2,16463.52,214.02576
"242",1289,"Asus","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core M 6Y30 0.9GHz",8,"512GB SSD","Intel HD Graphics 515","Windows 10",1.2,38841.12,504.93456
"243",811,"MSI","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.9,128671.2,1672.7256
"244",970,"Dell","2 in 1 Convertible",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7Y75 1.3GHz",16,"512GB SSD","Intel HD Graphics 615","Windows 10",1.22,101178.72,1315.32336
"245",861,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8,"256GB SSD","AMD Radeon R7 M465","Windows 10",1.84,71874.72,934.37136
"246",772,"Toshiba","Notebook",14,"IPS Panel 1366x768","Intel Core i5 6200U 2.3GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",1.75,54345.6,706.4928
"247",413,"Acer","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.6,42038.4528,546.4998864
"248",532,"Asus","Notebook",15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7500U 2.7GHz",8,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2,69210.72,899.73936
"249",10,"HP","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD","Intel HD Graphics 620","No OS",1.86,20986.992,272.830896
"250",840,"Asus","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.73,95850.72,1246.05936
"251",485,"Lenovo","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","Intel UHD Graphics 620","Windows 10",1.75,55890.72,726.57936
"252",999,"HP","Ultrabook",14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD","Intel HD Graphics 620","Windows 10",1.48,111301.92,1446.92496
"253",916,"HP","Notebook",13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.49,51148.8,664.9344
"254",1135,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",16,"1.0TB Hybrid","AMD Radeon R7 M360","Windows 10",2.5,58554.72,761.21136
"255",217,"HP","Notebook",14,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD","Nvidia GeForce 930MX","Windows 10",1.63,54931.68,714.11184
"256",246,"HP","Notebook",15.6,"Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz",8,"1TB HDD","Intel HD Graphics 620","Windows 10",2.04,29783.52,387.18576
"257",689,"Lenovo","Notebook",15.6,"1366x768","Intel Celeron Dual Core 3855U 1.6GHz",4,"500GB HDD","Intel HD Graphics 510","Windows 10",2.1,16943.04,220.25952
"258",998,"Asus","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5,95850.72,1246.05936
"259",908,"Lenovo","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2.6,42037.92,546.49296
"260",1080,"Lenovo","Ultrabook",12.5,"IPS Panel Touchscreen 2560x1440","Intel Core M 6Y75 1.2GHz",8,"512GB SSD","Intel HD Graphics 515","Windows 10",0.99,74538.72,969.00336
"261",996,"HP","Ultrabook",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.11,71874.72,934.37136
"262",1193,"Apple","Ultrabook",12,"IPS Panel Retina Display 2304x1440","Intel Core M 1.1GHz",8,"256GB Flash Storage","Intel HD Graphics 5300","Mac OS X",0.92,61964.64,805.54032
"263",112,"Lenovo","2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD","Intel HD Graphics 620","Windows 10",1.37,74538.72,969.00336
"264",164,"Acer","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"1TB HDD","Intel HD Graphics 500","Windows 10",2.1,18541.44,241.03872
"265",692,"HP","Workstation",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"500GB HDD","Nvidia Quadro M1200","Windows 10",3.14,101657.7072,1321.5501936
"266",1115,"Dell","Ultrabook",13.3,"Full HD 1920x1080","Intel Core i7 7560U 2.4GHz",8,"256GB SSD","Intel Iris Plus Graphics 640","Windows 10",1.23,73473.12,955.15056
"267",1117,"Razer","Ultrabook",12.5,"Touchscreen / 4K Ultra HD 3840x2160","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.25,54825.12,712.72656
"268",597,"Lenovo","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD","Intel HD Graphics 630","Windows 10",1.7,78534.72,1020.95136
"269",371,"Acer","Notebook",15.6,"1366x768","AMD A9-Series 9420 3GHz",4,"128GB SSD","AMD Radeon R5","Windows 10",2.1,22697.28,295.06464
"270",821,"Toshiba","Ultrabook",14,"1366x768","Intel Core i5 7200U 2.5GHz",4,"128GB SSD","Intel HD Graphics 620","Windows 10",1.25,58075.2,754.9776
"271",1294,"HP","Notebook",15.6,"Full HD 1920x1080","AMD A9-Series 9410 2.9GHz",6,"1.0TB Hybrid","AMD Radeon R7 M440","Windows 10",2.04,29303.4672,380.9450736
"272",1270,"Lenovo","2 in 1 Convertible",14,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz",4,"128GB SSD","Intel HD Graphics 520","Windows 10",1.8,33992.64,441.90432
"273",262,"HP","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"500GB HDD","Intel HD Graphics 620","Windows 10",2.1,38468.16,500.08608
"274",1276,"Dell","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz",6,"1TB HDD","Intel HD Graphics 620","Windows 10",2.3,24455.52,317.92176
"275",147,"Asus","Notebook",15.6,"Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz",4,"1TB HDD","Intel HD Graphics 500","Windows 10",2,18328.32,238.26816
"276",735,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",4,"1TB HDD","Intel HD Graphics 620","Windows 10",1.85,41505.12,539.56656
"277",503,"Lenovo","Notebook",14,"1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"500GB HDD","Intel HD Graphics 500","Windows 10",2.1,15930.72,207.09936
"278",1090,"Dell","Notebook",15.6,"1366x768","Intel Pentium Quad Core N3700 1.6GHz",4,"500GB HDD","Intel HD Graphics","Linux",2.2,20965.1472,272.5469136
"279",871,"Lenovo","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"1TB HDD","AMD Radeon R5 M430","No OS",2.2,25521.12,331.77456
"280",762,"Google","Ultrabook",12.3,"Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz",8,"256GB SSD","Intel HD Graphics 615","Chrome OS",1.1,83063.52,1079.82576
"281",304,"Asus","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5,67399.2,876.1896
"282",141,"Lenovo","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD","AMD Radeon RX 550","Windows 10",1.75,59461.5456,773.0000928
"283",1170,"HP","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD","Intel HD Graphics 520","Windows 10",1.96,36177.12,470.30256
"284",1269,"Asus","Notebook",15.6,"1366x768","Intel Core i7 6500U 2.5GHz",4,"500GB HDD","Nvidia GeForce 920M","Windows 10",2.2,38378.6496,498.9224448
